"","Category","Diff_Level","correct_gpt35","correct_gpt4","gpt.3.5.turbo_calc_time_s","gpt.3.5.turbo_calc_time_micro_s","question_length","X0","X1"
"1476","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",TRUE,TRUE,16,706152,666,-31.858917,-28.848633
"1477","Basic Neuroscience","Advanced
(3rd quartile)",TRUE,TRUE,17,932569,113,-53.87548,44.278473
"1478","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,5,944986,274,-21.53141,-46.2943
"1479","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,8,388137,115,-44.36637,9.309647
"1480","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",TRUE,TRUE,14,336257,504,-38.07013,-22.666782
"1481","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",TRUE,TRUE,5,699952,116,-33.439087,-6.7053666
"1482","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,6,838999,286,-21.5313,-46.297966
"1483","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,10,675060,93,-33.663673,-11.35796
"1484","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",TRUE,TRUE,8,247942,622,0.963837,50.821617
"1485","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,11,84053,101,-72.114174,13.066048
"1486","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,6,958951,61,-77.23603,-1.8941122
"1487","Behavioral, Cognitive, Psych","Easy
(1st quartile)",FALSE,TRUE,5,32027,282,-4.583075,23.375519
"1488","Basic Neuroscience","Intermediate
(2nd quartile)",FALSE,TRUE,10,167038,60,-46.19659,45.532475
"1489","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",TRUE,TRUE,6,981974,88,-56.41247,7.3420434
"1490","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,19,639622,1094,48.0742,-11.199262
"1491","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,9,714022,327,-9.67453,-48.12706
"1492","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",TRUE,TRUE,7,87550,133,-46.08903,-53.439396
"1493","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,7,859971,67,-48.976425,6.321073
"1494","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",TRUE,TRUE,6,925161,512,-13.28465,-31.681488
"1495","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",TRUE,TRUE,5,928032,57,32.174767,23.32404
"1496","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",FALSE,TRUE,5,676065,102,-21.25411,11.286042
"1497","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,4,465832,227,-52.74346,-9.4853
"1498","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,10,99002,397,-2.1874344,25.669918
"1499","Basic Neuroscience","Advanced
(3rd quartile)",TRUE,TRUE,6,230997,743,12.158474,-26.223122
"1500","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,15,759226,408,21.928358,-28.499228
"1501","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,5,846997,353,-16.564104,-14.795795
"1502","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",TRUE,TRUE,11,741067,277,45.899006,53.47183
"1503","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",FALSE,TRUE,12,69156,702,-7.8210425,-18.4624
"1504","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,4,867000,164,10.029331,25.313164
"1505","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",FALSE,TRUE,7,815204,88,-51.58595,3.1855633
"1506","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",TRUE,TRUE,10,292953,908,-31.045362,-18.327295
"1507","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,5,240035,150,-47.368027,-6.6161427
"1508","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,14,117968,351,7.4988365,47.10213
"1509","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",TRUE,TRUE,5,715043,189,-20.742952,11.050073
"1510","Basic Neuroscience","Advanced
(3rd quartile)",TRUE,TRUE,27,9851,743,12.158283,-26.223083
"1511","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",TRUE,TRUE,7,457050,114,-40.248726,-2.94231
"1512","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",FALSE,TRUE,12,179965,615,-3.5677755,-18.566465
"1513","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",TRUE,TRUE,10,887051,1009,-51.812885,-28.445496
"1514","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,8,52948,295,-31.296217,-40.21176
"1515","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",FALSE,FALSE,10,254008,112,-54.71815,-3.0632837
"1516","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",FALSE,TRUE,9,390002,400,7.4543147,5.020095
"1517","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",TRUE,TRUE,6,912998,265,36.38824,-13.547699
"1518","Behavioral, Cognitive, Psych","Easy
(1st quartile)",FALSE,TRUE,15,618999,780,2.5269482,-37.337887
"1519","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,10,532036,281,33.051613,-14.608456
"1520","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",FALSE,TRUE,15,402963,723,38.209248,5.9026284
"1521","Basic Neuroscience","Easy
(1st quartile)",TRUE,TRUE,8,96346,54,-39.505653,70.01617
"1522","Basic Neuroscience","Advanced
(3rd quartile)",TRUE,TRUE,5,910037,358,15.816558,-43.273277
"1523","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",FALSE,TRUE,4,614998,79,-11.199459,17.62569
"1524","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,6,372048,788,7.5686936,45.29028
"1525","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",TRUE,FALSE,5,259956,283,16.279778,-35.33858
"1526","Behavioral, Cognitive, Psych","Difficult
(4th quartile)",FALSE,FALSE,11,240995,353,-26.718096,-19.108238
"1527","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,4,744001,68,-49.756992,18.290428
"1528","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,8,723999,468,3.6187832,-31.839844
"1529","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,7,994001,111,-44.367867,9.286787
"1530","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,5,120000,279,-13.832216,-29.192207
"1531","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,14,286042,211,-3.67949,2.5955124
"1532","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",FALSE,FALSE,7,786965,158,38.022438,-12.926709
"1533","Basic Neuroscience","Advanced
(3rd quartile)",FALSE,TRUE,7,1968,358,15.816369,-43.273067
"1534","Behavioral, Cognitive, Psych","Easy
(1st quartile)",TRUE,TRUE,10,473998,198,-40.39835,-17.141773
"1535","Behavioral, Cognitive, Psych","Advanced
(3rd quartile)",TRUE,TRUE,3,519995,71,-77.54895,-19.314087
"1536","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,10,915036,452,-30.542252,-29.499043
"1537","Behavioral, Cognitive, Psych","Intermediate
(2nd quartile)",TRUE,TRUE,10,895962,203,-33.427967,-43.90917
"1538","Cerebrovascular","Advanced
(3rd quartile)",TRUE,FALSE,8,258001,308,32.823635,-13.878786
"1539","Cerebrovascular","Easy
(1st quartile)",TRUE,FALSE,8,929006,260,50.838005,-28.336267
"1540","Cerebrovascular","Advanced
(3rd quartile)",FALSE,TRUE,4,526993,320,39.342533,-30.176266
"1541","Cerebrovascular","Advanced
(3rd quartile)",FALSE,TRUE,9,606049,503,39.987423,-30.465185
"1542","Cerebrovascular","Difficult
(4th quartile)",TRUE,TRUE,14,438947,1923,21.765862,-16.419115
"1543","Cerebrovascular","Intermediate
(2nd quartile)",TRUE,TRUE,10,509998,750,50.05849,-27.441645
"1544","Basic Neuroscience","Easy
(1st quartile)",TRUE,TRUE,6,584999,75,11.780987,-51.30542
"1545","Cerebrovascular","Easy
(1st quartile)",FALSE,TRUE,6,252000,154,37.206486,-21.964603
"1546","Cerebrovascular","Advanced
(3rd quartile)",FALSE,TRUE,9,135001,448,69.87057,19.524078
"1547","Cerebrovascular","Intermediate
(2nd quartile)",TRUE,TRUE,9,54005,318,35.80947,15.71878
"1548","Cerebrovascular","Easy
(1st quartile)",FALSE,TRUE,42,694998,535,31.362772,-29.884365
"1549","Cerebrovascular","Advanced
(3rd quartile)",TRUE,TRUE,8,710996,574,21.745218,-34.740486
"1550","Cerebrovascular","Difficult
(4th quartile)",FALSE,TRUE,6,63037,248,29.626263,-39.86988
"1551","Cerebrovascular","Advanced
(3rd quartile)",FALSE,FALSE,12,687969,1003,52.110912,-30.221127
"1552","Cerebrovascular","Easy
(1st quartile)",FALSE,TRUE,5,525997,551,37.066956,-28.150593
"1553","Cerebrovascular","Easy
(1st quartile)",TRUE,TRUE,12,862998,334,42.916992,-14.880974
"1554","Cerebrovascular","Intermediate
(2nd quartile)",TRUE,TRUE,10,581999,81,-47.033417,61.738472
"1555","Basic Neuroscience","Advanced
(3rd quartile)",FALSE,TRUE,12,754002,1080,-7.996268,-34.92552
"1556","Cerebrovascular","Advanced
(3rd quartile)",TRUE,TRUE,12,468001,680,35.235016,-45.127457
"1557","Cerebrovascular","Difficult
(4th quartile)",FALSE,FALSE,11,133032,1100,45.95752,-29.500645
"1558","Cerebrovascular","Advanced
(3rd quartile)",TRUE,TRUE,20,417001,166,31.297693,-38.763866
"1559","Cerebrovascular","Easy
(1st quartile)",TRUE,TRUE,7,292966,597,37.74006,5.12743
"1560","Cerebrovascular","Advanced
(3rd quartile)",TRUE,TRUE,7,514033,255,37.284245,-16.582346
"1561","Cerebrovascular","Difficult
(4th quartile)",FALSE,FALSE,7,82968,312,39.73901,-24.912502
"1562","Cerebrovascular","Advanced
(3rd quartile)",FALSE,TRUE,6,165999,558,-2.8492732,-12.748504
"1563","Cerebrovascular","Intermediate
(2nd quartile)",FALSE,TRUE,5,290000,111,-43.231915,4.3401732
"1564","Cerebrovascular","Difficult
(4th quartile)",TRUE,FALSE,17,921053,96,11.068717,-51.830025
"1565","Cerebrovascular","Easy
(1st quartile)",TRUE,TRUE,6,845980,107,-44.93194,65.88197
"1566","Basic Neuroscience","Easy
(1st quartile)",FALSE,TRUE,5,350046,21,-40.434837,72.07623
"1567","Cerebrovascular","Difficult
(4th quartile)",TRUE,TRUE,7,97002,348,3.9012563,-19.655592
"1568","Cerebrovascular","Easy
(1st quartile)",TRUE,TRUE,25,424000,808,43.840496,-33.714474
"1569","Cerebrovascular","Advanced
(3rd quartile)",TRUE,TRUE,6,82968,272,16.190853,-27.171118
"1570","Cerebrovascular","Advanced
(3rd quartile)",FALSE,FALSE,7,61000,540,33.325603,-41.730156
"1571","Cerebrovascular","Difficult
(4th quartile)",FALSE,TRUE,5,53004,485,31.695408,-42.156406
"1572","Cerebrovascular","Advanced
(3rd quartile)",TRUE,TRUE,12,947995,670,44.360775,-34.259827
"1573","Cerebrovascular","Difficult
(4th quartile)",FALSE,FALSE,6,662048,332,30.994247,10.544547
"1574","Cerebrovascular","Easy
(1st quartile)",FALSE,TRUE,7,569959,594,42.55806,-34.67843
"1575","Cerebrovascular","Easy
(1st quartile)",TRUE,TRUE,5,787027,75,33.07492,-25.972612
"1576","Cerebrovascular","Easy
(1st quartile)",TRUE,TRUE,41,407972,73,-39.223152,5.661528
"1577","Basic Neuroscience","Easy
(1st quartile)",TRUE,TRUE,9,401966,179,-57.75367,41.290672
"1578","Cerebrovascular","Easy
(1st quartile)",TRUE,TRUE,10,618999,824,42.944008,-32.654648
"1579","Cerebrovascular","Intermediate
(2nd quartile)",TRUE,TRUE,9,182000,370,29.59646,-44.88686
"1580","Cerebrovascular","Easy
(1st quartile)",TRUE,TRUE,23,18996,543,23.366823,-17.141285
"1581","Cerebrovascular","Intermediate
(2nd quartile)",TRUE,TRUE,9,945075,784,42.184944,-32.30396
"1582","Cerebrovascular","Difficult
(4th quartile)",FALSE,TRUE,14,563005,1428,37.52103,-52.30648
"1583","Cerebrovascular","Easy
(1st quartile)",TRUE,TRUE,12,830962,352,41.76166,-45.818058
"1584","Cerebrovascular","Difficult
(4th quartile)",FALSE,FALSE,13,187005,297,30.21262,9.066716
"1585","Cerebrovascular","Intermediate
(2nd quartile)",TRUE,TRUE,16,461031,652,57.442818,11.216156
"1586","Cerebrovascular","Difficult
(4th quartile)",FALSE,FALSE,4,942031,1622,23.656477,-12.505975
"1587","Cerebrovascular","Difficult
(4th quartile)",TRUE,TRUE,5,123982,145,-45.47334,61.535934
"1588","Basic Neuroscience","Advanced
(3rd quartile)",TRUE,TRUE,8,635997,54,-41.97238,68.85982
"1589","Cerebrovascular","Advanced
(3rd quartile)",TRUE,TRUE,11,524966,67,-46.59601,62.507065
"1590","Cerebrovascular","Intermediate
(2nd quartile)",TRUE,TRUE,7,310044,319,28.008327,-20.140368
"1591","Cerebrovascular","Easy
(1st quartile)",TRUE,TRUE,8,462988,97,-46.54936,62.57535
"1592","Cerebrovascular","Intermediate
(2nd quartile)",FALSE,TRUE,9,275049,406,25.693562,-8.513524
"1593","Cerebrovascular","Easy
(1st quartile)",FALSE,TRUE,10,164981,550,61.51982,0.04729496
"1594","Cerebrovascular","Difficult
(4th quartile)",FALSE,TRUE,12,808974,551,37.073082,-28.29624
"1595","Cerebrovascular","Difficult
(4th quartile)",FALSE,FALSE,21,654884,742,24.376276,-13.764089
"1596","Cerebrovascular","Intermediate
(2nd quartile)",FALSE,FALSE,10,863003,228,37.162735,-16.887415
"1597","Cerebrovascular","Easy
(1st quartile)",FALSE,TRUE,38,213998,925,40.750957,-47.111866
"1598","Cerebrovascular","Advanced
(3rd quartile)",TRUE,TRUE,10,961033,417,13.674866,13.154437
"1599","Basic Neuroscience","Advanced
(3rd quartile)",TRUE,TRUE,10,0,450,29.232111,-25.173971
"1600","Cerebrovascular","Intermediate
(2nd quartile)",TRUE,TRUE,14,135964,409,1.3543388,35.423386
"1601","Cerebrovascular","Intermediate
(2nd quartile)",TRUE,TRUE,16,136046,705,61.43515,16.837826
"1602","Cerebrovascular","Intermediate
(2nd quartile)",FALSE,TRUE,12,531008,634,43.70279,-13.41608
"1603","Cerebrovascular","Easy
(1st quartile)",TRUE,TRUE,10,535991,331,43.23261,-17.557173
"1604","Cerebrovascular","Difficult
(4th quartile)",TRUE,FALSE,13,880967,148,-37.273865,28.803783
"1605","Cerebrovascular","Easy
(1st quartile)",TRUE,TRUE,9,506034,245,42.378937,-20.161516
"1606","Cerebrovascular","Difficult
(4th quartile)",FALSE,TRUE,5,447968,86,-40.202366,24.667345
"1607","Cerebrovascular","Intermediate
(2nd quartile)",FALSE,TRUE,12,722997,773,42.091614,-31.004366
"1608","Cerebrovascular","Difficult
(4th quartile)",TRUE,TRUE,8,630997,454,42.737457,-15.226695
"1609","Cerebrovascular","Easy
(1st quartile)",FALSE,FALSE,6,966040,80,33.12908,-25.795187
"1610","Basic Neuroscience","Difficult
(4th quartile)",FALSE,TRUE,6,517000,86,-53.57723,44.293747
"1611","Cerebrovascular","Easy
(1st quartile)",TRUE,TRUE,9,155966,449,50.722176,-26.570675
"1612","Cerebrovascular","Advanced
(3rd quartile)",TRUE,FALSE,5,552003,368,46.341568,-16.739727
"1613","Cerebrovascular","Advanced
(3rd quartile)",TRUE,TRUE,9,298994,559,28.048414,-20.045113
"1614","Cerebrovascular","Intermediate
(2nd quartile)",TRUE,TRUE,8,965039,247,41.11814,-24.355276
"1615","Cerebrovascular","Advanced
(3rd quartile)",TRUE,FALSE,7,975964,690,39.999165,-49.60531
"1616","Cerebrovascular","Intermediate
(2nd quartile)",FALSE,TRUE,8,623001,216,47.63531,-29.574099
"1617","Cerebrovascular","Advanced
(3rd quartile)",TRUE,TRUE,20,682029,664,35.878307,-46.080105
"1618","Cerebrovascular","Easy
(1st quartile)",TRUE,TRUE,3,206969,538,35.15716,-47.53568
"1619","Cerebrovascular","Advanced
(3rd quartile)",TRUE,TRUE,5,602035,243,20.919497,36.862198
"1620","Cerebrovascular","Intermediate
(2nd quartile)",TRUE,TRUE,10,534015,974,22.875683,-16.483618
"1621","Basic Neuroscience","Easy
(1st quartile)",TRUE,TRUE,7,790038,92,-74.76172,48.19081
"1622","Cerebrovascular","Intermediate
(2nd quartile)",TRUE,TRUE,6,804948,104,42.10402,-21.458857
"1623","Cerebrovascular","Easy
(1st quartile)",TRUE,FALSE,11,937033,621,31.370527,-29.890598
"1624","Cerebrovascular","Intermediate
(2nd quartile)",TRUE,TRUE,5,590968,633,40.915592,-24.72729
"1625","Cerebrovascular","Easy
(1st quartile)",TRUE,TRUE,4,443001,384,-3.0315971,-17.004658
"1626","Cerebrovascular","Intermediate
(2nd quartile)",TRUE,TRUE,8,872046,556,31.872776,-42.813152
"1627","Cerebrovascular","Difficult
(4th quartile)",TRUE,FALSE,6,378952,86,-40.206875,24.67361
"1628","Cerebrovascular","Advanced
(3rd quartile)",TRUE,TRUE,8,822033,203,8.232943,-54.043434
"1629","Cerebrovascular","Easy
(1st quartile)",FALSE,TRUE,8,6967,478,35.394356,-20.085009
"1630","Cerebrovascular","Easy
(1st quartile)",TRUE,TRUE,27,843044,537,25.269278,-12.057261
"1631","Cerebrovascular","Advanced
(3rd quartile)",TRUE,TRUE,13,172972,386,38.357212,-34.38261
"1632","Basic Neuroscience","Easy
(1st quartile)",TRUE,TRUE,6,669243,54,-39.506832,70.014366
"1633","Basic Neuroscience","Easy
(1st quartile)",TRUE,TRUE,12,57692,305,40.137657,48.132133
"1634","Cerebrovascular","Intermediate
(2nd quartile)",TRUE,TRUE,4,981000,608,45.08348,-19.1848
"1635","Cerebrovascular","Easy
(1st quartile)",TRUE,FALSE,12,505995,861,58.321823,13.877982
"1636","Cerebrovascular","Easy
(1st quartile)",TRUE,TRUE,9,886818,426,43.786137,-12.409866
"1637","Cerebrovascular","Difficult
(4th quartile)",TRUE,TRUE,7,497755,609,38.595486,-33.960537
"1638","Cerebrovascular","Advanced
(3rd quartile)",TRUE,FALSE,12,203972,1110,47.362675,-27.015532
"1639","Cerebrovascular","Advanced
(3rd quartile)",FALSE,TRUE,15,437990,446,47.872818,-24.515461
"1640","Cerebrovascular","Intermediate
(2nd quartile)",TRUE,TRUE,3,731000,82,-41.111877,46.30115
"1641","Cerebrovascular","Intermediate
(2nd quartile)",TRUE,TRUE,36,115001,57,-46.90077,30.99941
"1642","Cerebrovascular","Easy
(1st quartile)",TRUE,TRUE,5,800028,119,33.67238,-24.352703
"1643","Cerebrovascular","Easy
(1st quartile)",FALSE,TRUE,9,836958,115,-47.06327,-58.260925
"1644","Basic Neuroscience","Easy
(1st quartile)",TRUE,TRUE,17,969,196,-29.890156,26.465195
"1645","Cerebrovascular","Difficult
(4th quartile)",FALSE,TRUE,47,196001,783,24.418955,-34.731205
"1646","Cerebrovascular","Easy
(1st quartile)",TRUE,TRUE,5,726050,235,37.903843,-23.375156
"1647","Cerebrovascular","Easy
(1st quartile)",TRUE,TRUE,8,540949,490,27.432142,1.1671064
"1648","Cerebrovascular","Easy
(1st quartile)",TRUE,TRUE,11,356006,573,34.941525,7.738808
"1649","Cerebrovascular","Easy
(1st quartile)",TRUE,TRUE,9,308022,616,45.434715,-17.472338
"1650","Cerebrovascular","Advanced
(3rd quartile)",TRUE,TRUE,9,544975,516,-11.159322,-20.345024
"1651","Cerebrovascular","Easy
(1st quartile)",TRUE,TRUE,10,505999,510,35.460342,-19.960917
"1652","Cerebrovascular","Easy
(1st quartile)",TRUE,TRUE,13,201005,579,21.802816,16.543287
"1653","Cerebrovascular","Advanced
(3rd quartile)",TRUE,TRUE,5,976997,695,52.035717,-30.39646
"1654","Cerebrovascular","Easy
(1st quartile)",TRUE,TRUE,12,639024,426,39.52143,-21.461868
"1655","Basic Neuroscience","Advanced
(3rd quartile)",TRUE,TRUE,13,944999,1102,21.40475,-38.699154
"1656","Cerebrovascular","Difficult
(4th quartile)",FALSE,TRUE,3,813973,84,-46.244118,64.120964
"1657","Cerebrovascular","Easy
(1st quartile)",TRUE,TRUE,9,966002,377,45.050133,-26.140125
"1658","Cerebrovascular","Intermediate
(2nd quartile)",TRUE,TRUE,5,212034,248,48.042767,-21.294476
"1659","Cerebrovascular","Advanced
(3rd quartile)",FALSE,TRUE,17,815968,119,36.62475,-23.864971
"1660","Cerebrovascular","Easy
(1st quartile)",TRUE,TRUE,8,358037,411,27.281174,-45.201694
"1661","Cerebrovascular","Easy
(1st quartile)",TRUE,TRUE,10,187966,206,31.530437,6.4033513
"1662","Cerebrovascular","Easy
(1st quartile)",TRUE,TRUE,5,565031,90,-63.62835,36.915035
"1663","Child Neurology","Advanced
(3rd quartile)",FALSE,FALSE,11,79973,638,-1.784469,18.57135
"1664","Child Neurology","Easy
(1st quartile)",TRUE,TRUE,10,373995,1010,7.089029,50.260162
"1665","Child Neurology","Difficult
(4th quartile)",TRUE,FALSE,5,630021,99,-33.936726,-8.010979
"1666","Basic Neuroscience","Difficult
(4th quartile)",TRUE,TRUE,12,313033,83,-65.3952,49.387512
"1667","Child Neurology","Difficult
(4th quartile)",TRUE,TRUE,10,142963,492,6.6469717,29.488337
"1668","Child Neurology","Easy
(1st quartile)",TRUE,TRUE,36,993031,483,14.57476,58.034275
"1669","Child Neurology","Advanced
(3rd quartile)",TRUE,TRUE,12,150966,442,8.281966,37.12026
"1670","Child Neurology","Intermediate
(2nd quartile)",TRUE,TRUE,9,409005,411,48.352917,-61.527008
"1671","Child Neurology","Difficult
(4th quartile)",TRUE,TRUE,7,200042,74,-27.516586,36.536007
"1672","Child Neurology","Difficult
(4th quartile)",FALSE,TRUE,8,404957,216,11.897675,32.761806
"1673","Child Neurology","Advanced
(3rd quartile)",FALSE,FALSE,7,866999,521,44.022324,-57.130936
"1674","Child Neurology","Intermediate
(2nd quartile)",TRUE,TRUE,4,544999,42,-20.891138,33.481144
"1675","Child Neurology","Advanced
(3rd quartile)",TRUE,TRUE,13,738006,874,1.1915712,37.391434
"1676","Child Neurology","Intermediate
(2nd quartile)",TRUE,FALSE,9,692996,1098,7.8700423,52.55982
"1677","Basic Neuroscience","Advanced
(3rd quartile)",TRUE,FALSE,12,2967,430,63.21645,24.607073
"1678","Child Neurology","Advanced
(3rd quartile)",FALSE,TRUE,7,557994,452,16.911232,57.969734
"1679","Child Neurology","Difficult
(4th quartile)",FALSE,FALSE,8,365054,59,-23.885439,13.79646
"1680","Child Neurology","Easy
(1st quartile)",TRUE,TRUE,7,536952,468,8.270295,-8.429977
"1681","Child Neurology","Easy
(1st quartile)",TRUE,TRUE,7,357995,236,-33.821503,-16.81445
"1682","Child Neurology","Advanced
(3rd quartile)",TRUE,TRUE,9,947045,607,12.447447,33.672604
"1683","Child Neurology","Difficult
(4th quartile)",FALSE,FALSE,11,733000,252,18.474789,42.271038
"1684","Child Neurology","Intermediate
(2nd quartile)",FALSE,TRUE,13,484001,347,41.740536,-16.87182
"1685","Child Neurology","Difficult
(4th quartile)",TRUE,FALSE,7,210998,510,5.503937,35.83018
"1686","Child Neurology","Easy
(1st quartile)",TRUE,TRUE,6,790026,687,-2.801449,20.86358
"1687","Basic Neuroscience","Intermediate
(2nd quartile)",TRUE,TRUE,7,244031,65,-63.608753,37.22398
"1688","Child Neurology","Difficult
(4th quartile)",FALSE,TRUE,8,185193,412,8.252625,-8.415825
"1689","Child Neurology","Difficult
(4th quartile)",TRUE,FALSE,6,302732,380,-5.3707685,33.463497
"1690","Child Neurology","Difficult
(4th quartile)",TRUE,FALSE,14,875964,921,19.580488,31.166565
"1691","Child Neurology","Difficult
(4th quartile)",FALSE,FALSE,12,118114,566,-1.920913,6.7005415
"1692","Child Neurology","Difficult
(4th quartile)",FALSE,FALSE,10,73005,258,11.889042,32.971844
"1693","Child Neurology","Advanced
(3rd quartile)",TRUE,TRUE,9,18966,381,70.84428,17.790342
"1694","Child Neurology","Difficult
(4th quartile)",TRUE,TRUE,10,104002,878,13.980037,22.638649
"1695","Child Neurology","Easy
(1st quartile)",FALSE,TRUE,9,664000,64,-46.93004,33.996582
"1696","Child Neurology","Intermediate
(2nd quartile)",FALSE,TRUE,10,406037,495,8.942803,24.906721
"1697","Child Neurology","Intermediate
(2nd quartile)",TRUE,TRUE,6,976973,259,10.290163,38.488407
"1698","Basic Neuroscience","Advanced
(3rd quartile)",FALSE,FALSE,15,520972,240,51.190445,-18.8633
"1699","Child Neurology","Easy
(1st quartile)",TRUE,TRUE,8,73028,533,4.272977,16.382843
"1700","Child Neurology","Easy
(1st quartile)",FALSE,TRUE,11,342018,998,14.247616,27.409555
"1701","Child Neurology","Advanced
(3rd quartile)",FALSE,FALSE,9,291676,636,-1.7758497,18.575994
"1702","Child Neurology","Intermediate
(2nd quartile)",TRUE,TRUE,7,873965,684,-33.86342,-18.803196
"1703","Child Neurology","Intermediate
(2nd quartile)",TRUE,TRUE,7,342044,913,15.853873,51.855442
"1704","Child Neurology","Advanced
(3rd quartile)",FALSE,TRUE,38,706988,761,-2.9893458,22.5097
"1705","Child Neurology","Difficult
(4th quartile)",TRUE,TRUE,12,486015,93,1.9607996,27.032518
"1706","Child Neurology","Difficult
(4th quartile)",TRUE,TRUE,10,866950,341,8.933679,31.906786
"1707","Child Neurology","Easy
(1st quartile)",TRUE,TRUE,17,353004,858,-33.42199,-25.78328
"1708","Child Neurology","Advanced
(3rd quartile)",TRUE,TRUE,6,37999,81,-17.88581,46.112022
"1709","Basic Neuroscience","Easy
(1st quartile)",TRUE,TRUE,9,131033,490,59.21601,40.342987
"1710","Child Neurology","Difficult
(4th quartile)",TRUE,TRUE,8,59997,916,4.356923,18.592157
"1711","Child Neurology","Easy
(1st quartile)",TRUE,TRUE,11,963999,759,13.818012,24.160097
"1712","Child Neurology","Easy
(1st quartile)",TRUE,TRUE,5,991999,61,-0.29447913,16.051987
"1713","Child Neurology","Intermediate
(2nd quartile)",TRUE,TRUE,13,654000,410,31.939043,-21.456814
"1714","Child Neurology","Easy
(1st quartile)",TRUE,TRUE,8,317058,101,-28.404476,37.27395
"1715","Child Neurology","Difficult
(4th quartile)",FALSE,TRUE,7,798991,63,-27.308521,36.30238
"1716","Child Neurology","Difficult
(4th quartile)",TRUE,TRUE,7,638953,489,4.828873,37.048016
"1717","Child Neurology","Easy
(1st quartile)",TRUE,TRUE,7,225001,1100,5.965198,42.413307
"1718","Child Neurology","Difficult
(4th quartile)",FALSE,FALSE,12,70998,856,74.577614,16.261587
"1719","Child Neurology","Intermediate
(2nd quartile)",TRUE,TRUE,13,156023,532,4.5391474,19.948181
"1720","Basic Neuroscience","Difficult
(4th quartile)",TRUE,TRUE,7,688998,56,-44.075138,42.62474
"1721","Child Neurology","Difficult
(4th quartile)",FALSE,TRUE,12,655988,478,6.0273685,28.200306
"1722","Child Neurology","Advanced
(3rd quartile)",TRUE,TRUE,11,460157,81,-40.358006,40.638603
"1723","Child Neurology","Easy
(1st quartile)",TRUE,TRUE,9,713998,71,-38.578175,39.329533
"1724","Child Neurology","Advanced
(3rd quartile)",TRUE,TRUE,10,119079,112,-39.711403,36.49098
